rownames,REGION,SPECIES,TYPE,HABITAT,FGUILD,LengthGroup,TaxonGroup,YEAR,BIOMASS,LANDINGS,NumSpecies
7006,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1971,3946.081066,145,1
7007,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1971,126281.9761,4,1
7008,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1971,4644.747235,108,1
7009,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1971,7869.482949,3020,1
7010,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1971,2644.799671,1151,1
7011,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1972,875.1684455,4306,1
7012,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1972,32479.9039,22732,1
7013,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1972,718247.52,152665,1
7014,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1972,302039.6127,8985,1
7015,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1972,7806.012272,5012,1
7016,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1972,1970.620984,20,1
7017,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1972,20266.94715,13522,1
7018,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1972,3483.067049,0,1
7019,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,1972,141.5,246.2,1
7020,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1972,26764.41275,16336,1
7021,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1972,7287.072892,4854,1
7022,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1972,9822.269978,21,1
7023,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1972,19719.5232,16,1
7024,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1972,699.2074963,38,1
7025,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1972,12347.09384,4093,1
7026,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1972,2056.711336,901,1
7027,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1973,819.3920383,5405,1
7028,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1973,18692.80031,22214,1
7029,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1973,851661.1337,154221,1
7030,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1973,64.22108266,5398,1
7031,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1973,317705.8738,7132,1
7032,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1973,6610.62986,5112,1
7033,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1973,3233.753246,1234,1
7034,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1973,33900.8133,13110,1
7035,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1973,2696.314251,0,1
7036,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,1973,1208000,29.9,1
7037,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1973,26037.19882,23483,1
7038,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1973,565.9547507,1049.2,1
7039,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1973,71512.33246,28063,1
7040,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1973,14945.28828,786,1
7041,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1973,30695.2794,745,1
7042,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1973,1133.597994,1736,1
7043,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1973,34758.67617,3825,1
7044,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1973,2686.85086,895,1
7045,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1974,66.38429744,4628,1
7046,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1974,28254.32324,21109,1
7047,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1974,856087.8953,221461,1
7048,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1974,79072.7745,6191,1
7049,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1974,10177.7324,4600,1
7050,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1974,3290.093683,1281,1
7051,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1974,73496.32776,13386,1
7052,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1974,3318.364281,0,1
7053,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1974,13653.7011,20984,1
7054,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1974,10.06015845,1135.8,1
7055,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1974,32988.36307,7561,1
7056,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1974,10714.00153,529,1
7057,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1974,44146.88507,2501,1
7058,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1974,2743.091186,272,1
7059,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1974,15103.8803,4044,1
7060,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1974,2943.730192,912,1
7061,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1975,390.2339022,4931,1
7062,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1975,37597.43444,21183,1
7063,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1975,693240.6437,188909,1
7064,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1975,1628.57978,7415,1
7065,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1975,55407.01537,3913,1
7066,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1975,7611.335002,4501,1
7067,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1975,8094.753606,1997,1
7068,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1975,33711.88663,18329,1
7069,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1975,8081.133883,244,1
7070,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1975,6133.289324,19073,1
7071,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1975,13944.32599,16076,1
7072,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1975,21397.57506,2012,1
7073,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1975,6089.714842,532,1
7074,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1975,5294.796828,3192,1
7075,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1975,43657.21955,2940,1
7076,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1975,8657.395683,866,1
7077,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1976,29933.67569,16662,1
7078,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1976,545552.1247,144250,1
7079,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1976,53.63886164,4249,1
7080,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1976,46285.5174,4822,1
7081,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1976,7694.516165,2402,1
7082,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1976,4821.022727,16,1
7083,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1976,35731.71558,17508,1
7084,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1976,3508.058819,0,1
7085,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1976,49937.23236,19752,1
7086,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1976,15496.85269,6161,1
7087,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1976,10601.52992,363,1
7088,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1976,7474.658758,284,1
7089,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1976,110630.7977,2755,1
7090,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1976,13633.27362,2232,1
7091,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1976,3103.131403,988,1
7092,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1977,1182.170642,4359,1
7093,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1977,33959.2022,22366,1
7094,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1977,459915.5497,150859,1
7095,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1977,63.21183537,5593,1
7096,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1977,85660.54453,3225,1
7097,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1977,7846.602223,2872,1
7098,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1977,8718.55556,495,1
7099,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1977,204284.5628,21285,1
7100,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1977,3555.078698,0,1
7101,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1977,85671.41205,14934,1
7102,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1977,94.65259147,8.7,1
7103,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1977,9712.883481,5663,1
7104,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1977,14975.63129,146,1
7105,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1977,72870.99433,92,1
7106,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1977,6231.759679,1163,1
7107,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1977,18447.38117,2052,1
7108,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1977,6320.666972,1225,1
7109,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1978,2359.196451,3457,1
7110,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1978,24501.41857,24021,1
7111,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1978,409564.2362,114559,1
7112,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1978,58.53851091,4011,1
7113,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1978,28626.98606,2689,1
7114,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1978,7968.431709,4460,1
7115,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1978,2572.140995,119,1
7116,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1978,44976.37164,27187,1
7117,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1978,4482.428107,0,1
7118,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,1978,131.74,0,1
7119,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1978,27956.81447,15483,1
7120,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1978,5788.514304,2029,1
7121,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1978,11939.94201,42,1
7122,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1978,1001.372974,9,1
7123,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1978,1424.398086,1474,1
7124,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1978,19417.16393,2554,1
7125,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1978,2277.041306,751,1
7126,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1979,1265.307384,4279,1
7127,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1979,38038.62553,28765,1
7128,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1979,505753.1287,78441,1
7129,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1979,57.92873476,3846,1
7130,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1979,34586.92002,1520,1
7131,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1979,6416.485786,3975,1
7132,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1979,2938.77484,74,1
7133,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1979,68720.77593,24917,1
7134,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1979,5711.938684,0,1
7135,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1979,36850.43252,18645,1
7136,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1979,576.796181,15.4,1
7137,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1979,26441.06786,1079,1
7138,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1979,10381.23836,26,1
7139,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1979,21790.86842,2,1
7140,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1979,5910.407394,3697,1
7141,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1979,13894.14796,2257,1
7142,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1979,3339.544856,1249,1
7143,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1980,164.2629872,3623,1
7144,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1980,27987.2304,31277,1
7145,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1980,553173.8234,108020,1
7146,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1980,163.1273171,2311,1
7147,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1980,9698.182002,2348,1
7148,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1980,3226.299812,3676,1
7149,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1980,1469.131742,92,1
7150,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1980,86930.50304,29121,1
7151,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1980,3063.236137,0,1
7152,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,1980,6.088,0,1
7153,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1980,30710.47605,20995,1
7154,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1980,630.0460959,145.3,1
7155,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1980,2766.031611,6114,1
7156,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1980,6866.37229,34,1
7157,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1980,76793.07591,27,1
7158,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1980,4465.249704,17101,1
7159,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1980,8468.908902,2615,1
7160,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1980,3348.319563,1759,1
7161,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1981,965.3781606,4352,1
7162,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1981,34092.96938,31521,1
7163,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1981,512680.1677,137705,1
7164,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1981,63861.09351,2455,1
7165,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1981,6871.232498,3529,1
7166,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1981,2153.852053,128,1
7167,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1981,80917.32437,31267,1
7168,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1981,7309.220439,0,1
7169,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1981,30977.92077,19477,1
7170,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1981,1315.310679,23.1,1
7171,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1981,6706.181474,3250,1
7172,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1981,10233.46885,1,1
7173,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1981,16830.10753,29,1
7174,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1981,2192.510078,4508,1
7175,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1981,21275.76039,2371,1
7176,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1981,3805.002565,1540,1
7177,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1982,593.0135153,4965,1
7178,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1982,30429.28066,33134,1
7179,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1982,504818.814,106233,1
7180,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1982,85068.40594,4474,1
7181,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1982,6971.374675,4539,1
7182,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1982,2631.660661,160,1
7183,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1982,95286.60642,25678,1
7184,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1982,7242.782143,0,1
7185,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,1982,43.791,0,1
7186,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1982,30545.77912,21676,1
7187,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1982,6989.775144,5.8,1
7188,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1982,244075.66,67,1
7189,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1982,11331.34473,17,1
7190,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1982,88542.72324,25,1
7191,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1982,6932.264744,213,1
7192,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1982,16873.85446,3923,1
7193,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1982,4433.809619,1681,1
7194,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1983,757.2978944,5909,1
7195,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1983,25668.66065,29471,1
7196,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1983,597327.6666,117924,1
7197,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1983,26.47323171,3546,1
7198,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1983,254931.2842,4008,1
7199,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1983,4275.988177,3313,1
7200,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1983,2285.276993,273,1
7201,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1983,52189.88329,27184,1
7202,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1983,5834.672459,0,1
7203,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1983,21626.18575,19047,1
7204,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1983,4784.766627,19.3,1
7205,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1983,60389.76472,1380,1
7206,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1983,8068.346217,31,1
7207,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1983,97974.02963,47,1
7208,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1983,185.0196839,28,1
7209,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1983,60336.13007,2986,1
7210,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1983,3101.75017,1438,1
7211,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1984,531.0361191,7397,1
7212,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1984,31270.93678,25528,1
7213,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1984,807352.5272,139149,1
7214,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1984,34.20437714,2827,1
7215,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1984,162788.6641,4049,1
7216,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1984,6944.634024,2470,1
7217,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1984,3292.303512,334,1
7218,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1984,82129.89146,20914,1
7219,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1984,6664.043596,0,1
7220,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1984,47237.56712,21135,1
7221,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1984,14417.97317,0,1
7222,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1984,77765.97234,7,1
7223,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1984,9261.177476,55,1
7224,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1984,59058.6899,1,1
7225,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1984,3495.50926,1,1
7226,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1984,28471.23139,3785,1
7227,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1984,4109.431407,1313,1
7228,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1985,698.4270867,8267,1
7229,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1985,38479.70477,21499,1
7230,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1985,1086013.458,175730,1
7231,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1985,40.89087159,3967,1
7232,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1985,18386.01768,4534,1
7233,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1985,3458.719875,1843,1
7234,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1985,990.0655006,350,1
7235,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1985,89587.93894,16106,1
7236,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1985,6112.764489,0,1
7237,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1985,140370.3225,27594,1
7238,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1985,1607.304208,1,1
7239,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1985,55558.17695,8,1
7240,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1985,9479.705021,2,1
7241,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1985,106784.3022,11,1
7242,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1985,4229.468248,7,1
7243,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1985,24929.51665,3550,1
7244,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1985,1725.307413,1411,1
7245,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1986,510.9184586,10427,1
7246,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1986,20845.49353,20029,1
7247,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1986,1237809.33,123021,1
7248,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1986,719.64481,3333,1
7249,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1986,95252.15313,5206,1
7250,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1986,3037.627345,1618,1
7251,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1986,2477.26878,508,1
7252,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1986,68538.06729,15420,1
7253,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1986,8561.559398,0,1
7254,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1986,52964.61925,23569,1
7255,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1986,2024.381223,26.4,1
7256,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1986,130943.9442,2,1
7257,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1986,8762.426039,17,1
7258,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1986,121413.4545,8,1
7259,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1986,207.9526398,36,1
7260,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1986,46866.79948,4845,1
7261,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1986,1530.029944,1228,1
7262,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1987,951.9525455,10350,1
7263,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1987,18548.52509,19002,1
7264,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1987,1156906.73,166635,1
